,Disease,Cure name
1624,Echovirus 12,"No specific treatment, supportive care"
1625,Echovirus 16,"No specific treatment, supportive care"
1626,Echovirus 30,"No specific treatment, supportive care"
1627,Echo 9 virus,"No specific treatment, supportive care"
1628,Encephalomyocarditis virus,"No specific treatment, supportive care"
1629,Feline calicivirus,"No treatment, supportive care"
1630,Hepatitis A virus,"Ribavirin, Interferon alfa"
1631,Hepatitis C virus,"Sofosbuvir, Ledipasvir, Daclatasvir"
1633,Human enterovirus 70,"No specific treatment, supportive care"
1634,Human enterovirus 71,"No specific treatment, supportive care"
1635,Human enterovirus D68,"No specific treatment, supportive care"
1636,Human klassevirus 1,"No specific treatment, supportive care"
1637,Human parechovirus 1,"No specific treatment, supportive care"
1638,Human parechovirus 2,"No specific treatment, supportive care"
1639,Human parechovirus 5,"No specific treatment, supportive care"
1640,Human rhinovirus 14,"No specific treatment, supportive care"
1641,Human rhinovirus C,"No specific treatment, supportive care"
1642,"Human rhinovirus 16"": ""No specific treatment, supportive care"",",nan
1643,Human rhinovirus 1A,"No specific treatment, supportive care"
1644,Human rhinovirus 1B,"No specific treatment, supportive care"
1645,Human rhinovirus 2,"No specific treatment, supportive care"
1646,Human rhinovirus 3,"No specific treatment, supportive care"
1647,Japanese encephalitis virus,"Vaccination, supportive care"
1648,Kyasanur forest disease virus,"Vaccination, supportive care"
1649,Kunjin virus,"No specific treatment, supportive care"
1650,Langat virus,"No specific treatment, supportive care"
1651,Louping ill virus,"No specific treatment, supportive care"
1652,Ljunganvirus 1,"No specific treatment, supportive care"
1653,Murray valley encephalitis virus,"No specific treatment, supportive care"
1654,Poliovirus type 1,"Vaccination, supportive care"
1655,Poliovirus type 2,"Vaccination, supportive care"
1656,Poliovirus type 3,"Vaccination, supportive care"
1657,Tick-borne powassan virus,"No specific treatment, supportive care"
1658,Rabbit hemorrhagic disease virus,"No specific treatment, supportive care"
1659,Rocio virus,"No specific treatment, supportive care"
1660,St. Louis encephalitis virus,"No specific treatment, supportive care"
1661,Tick-borne encephalitis virus,"Vaccination, supportive care"
1662,Sapporo virus,"No specific treatment, supportive care"
1663,Usutu virus,"No specific treatment, supportive care"
1664,West Nile virus,"No specific treatment, supportive care"
1665,Wesselsbron virus,"No specific treatment, supportive care"
1666,Yellow fever virus,"Vaccination, supportive care"
1667,Zika virus,"No specific treatment, supportive care"
1668,Chikungunya virus,"No specific treatment, supportive care"
1669,Eastern equine encephalitis virus,"No specific treatment, supportive care"
1670,Venezuelan equine encephalitis virus,"No specific treatment, supportive care"
1671,Getah virus,"No specific treatment, supportive care"
1672,Mayaro virus,"No specific treatment, supportive care"
1673,Middelburg virus,"No specific treatment, supportive care"
1674,Ross river virus,"No specific treatment, supportive care"
1675,Rubella virus,"Vaccination, supportive care"
1677,Sagiyama virus,"No specific treatment, supportive care"
1678,Semliki forest virus,"No specific treatment, supportive care"
1679,Sindbis virus,"No specific treatment, supportive care"
1680,Western equine encephalitis virus,"No specific treatment, supportive care"
1685,Simian immunodeficiency virus,"No specific treatment, supportive care"
1686,Human adenovirus D serotype 17,"No specific treatment, supportive care"
1687,Serratia marcescens,Antibiotics such as ciprofloxacin or gentamicin
1688,Renibacterium salmoninarum,Antibiotics such as erythromycin or tetracycline
1689,Karenia brevis,"No specific treatment, supportive care"
1690,Psilocybe cyanescens,"No specific treatment, supportive care"
1691,Aspergillus ruber,Antifungal medications such as amphotericin B or voriconazole
1692,Pseudomonas plecoglossicida,"Ciprofloxacin, Gentamicin"
1693,Parascaris univalens,"Albendazole, Mebendazole"
1694,Kocuria rosea,"Vancomycin, Linezolid"
1695,Acidilobus saccharovorans,No cure exists
1696,Thermosphaera aggregans,No cure exists
1697,Vulcanisaeta distributa,No cure exists
1698,Pomacea canaliculata,No cure exists
1699,Pomacea maculata,No cure exists
1700,Gongylus gongylodes,No cure exists
1701,Mantis religiosa,No cure exists
1702,Phymateus morbillosus,No cure exists
1703,Agrotis segetum nuclear polyhedrosis virus,No cure exists
1704,Mamestra brassicae nuclear polyhedrosis virus,No cure exists
1705,Malacosoma neustria nuclear polyhedrosis virus,No cure exists
1706,Panolis flammea multiple nucleocapsid polyhedrosis virus,No cure exists
1707,Spodoptera frugiperda nuclear polyhedrosis virus,No cure exists
1708,Spodoptera littoralis nuclear polyhedrosis virus,No cure exists
1709,Rhodothalassium salexigens,No cure exists
1710,Flavobacterium lutescens,"Ciprofloxacin, Gentamicin"
1711,Aspergillus violaceofuscus,"Voriconazole, Itraconazole"
1712,Bacillus pumilus,"Ciprofloxacin, Gentamicin"
1713,Staphylococcus saprophyticus,"Ciprofloxacin, Gentamicin"
1714,Francisella cf. novicida,"Ciprofloxacin, Gentamicin"
1715,Lactococcus garvieae,"Ciprofloxacin, Gentamicin"
1716,Aurantimonas manganoxydans,No cure exists
1717,Digitalis purpurea,Digoxin
1718,Lupinus,"Lupin alkaloids can be toxic, no specific antidote, but supportive care can be provided"
1719,Nicandra physalodes,Atropine
1720,Strychnos nux-vomica,Physostigmine
1721,African horse sickness virus,"No cure exists, but supportive care can be provided"
1722,Blueberry scorch virus,"No cure exists, but supportive care can be provided"
1723,Bluetongue virus,"No cure exists, but supportive care can be provided"
1724,Colorado tick fever virus,"No cure exists, but supportive care can be provided"
1725,Cucumber mosaic virus,"No cure exists, but supportive care can be provided"
1726,Influenza A virus,"Oseltamivir , Zanamivir"
1727,Greasy grouper nervous necrosis virus,"No cure exists, but supportive care can be provided"
1729,Staphylococcus aureus,"Methicillin, Vancomycin, Linezolid"
1730,Simian immunodeficiency virus,"No cure exists, but antiretroviral therapy can be used to manage symptoms"
1731,Salmonella,"Ciprofloxacin, Azithromycin, Ceftriaxone"
1732,Toxocara canis,"Albendazole, Mebendazole"
1733,Taenia asiatica,"Praziquantel, Albendazole"
1734,Vibrio metschnikovii,"Ciprofloxacin, Gentamicin"
1735,Leishmania peruviana,"Amphotericin B, Pentavalent antimonials"
1736,Brachyspira pilosicoli,"Metronidazole, Tetracycline"
1737,Salmonella anatum,"Ciprofloxacin, Azithromycin, Ceftriaxone"
1738,Aspergillus pallidus,"Voriconazole, Itraconazole"
1739,Aspergillus clavatus,"Voriconazole, Itraconazole"
1740,Aeromonas veronii,"Ciprofloxacin, Gentamicin"
1741,Mycoplasmoides gallisepticum,"Tetracycline, Erythromycin"
1742,Clostridium ljungdahlii,"Metronidazole, Vancomycin"
1743,Aspergillus restrictus,"Voriconazole, Itraconazole"
1744,Simian hemorrhagic fever virus,"No cure exists, but supportive care can be provided"
1745,Porcine reproductive and respiratory syndrome virus,"No cure exists, but supportive care can be provided"
1746,Mycolicibacterium peregrinum,"Isoniazid, Rifampicin"
1747,Porphyromonas cangingivalis,"Metronidazole, Amoxicillin"
1748,Bartonella clarridgeiae,"Azithromycin, Doxycycline"
1749,Mycobacterium szulgai,"Isoniazid, Rifampicin, Ethambutol"
1750,Helicobacter bizzozeronii,"Clarithromycin, Amoxicillin, Metronidazole"
1751,Kingella kingae,"Ceftriaxone, Ciprofloxacin, Gentamicin"
1752,Escherichia coli,"Ciprofloxacin, Amoxicillin, Ceftriaxone"
1753,Klebsiella variicola,"Ciprofloxacin, Gentamicin, Ceftriaxone"
1754,Neisseria meningitidis,"Ceftriaxone, Penicillin, Chloramphenicol"
1757,Rickettsia africae,"Doxycycline, Chloramphenicol"
1758,Rickettsia slovaca,"Doxycycline, Chloramphenicol"
1760,Staphylococcus lugdunensis,"Methicillin, Vancomycin, Linezolid"
1761,Staphylococcus pseudintermedius,"Methicillin, Vancomycin, Linezolid"
1762,Streptococcus salivarius,"Penicillin, Amoxicillin, Ceftriaxone"
1763,Streptococcus oralis,"Penicillin, Amoxicillin, Ceftriaxone"
1764,Avian erythroblastosis virus,"No cure exists, but supportive care can be provided"
1765,Hepatitis delta virus genotype I,"Peginterferon alfa-2a, Ribavirin"
1766,Mumps virus,"Mumps vaccine, Ribavirin"
1767,Avian erythroblastosis virus,No cure
1768,Bacillus thuringiensis subsp. konkukian,No cure
1769,Fusarium virguliforme,"Voriconazole, Amphotericin B"
1770,Vaccinia virus,"Vaccinia immune globulin, Brincidofovir"
1771,Mycobacterium celatum,"Isoniazid, Rifampicin, Ethambutol"
1772,Mycobacterium lepraemurium,"Dapsone, Clofazimine, Rifampicin"
1773,Mycobacterium simiae,"Isoniazid, Rifampicin, Ethambutol"
1774,Streptococcus acidominimus,"Penicillin, Ceftriaxone"
1775,Streptococcus alactolyticus,"Penicillin, Ceftriaxone"
1776,Streptococcus canis,"Penicillin, Ceftriaxone"
1777,Streptococcus porcinus,"Penicillin, Ceftriaxone"
1779,Salmonella blockley,"Ciprofloxacin, Azithromycin"
1780,Salmonella bongori,"Ciprofloxacin, Azithromycin"
1781,Salmonella diarizonae,"Ciprofloxacin, Azithromycin"
1782,Salmonella enterica VII,"Ciprofloxacin, Azithromycin"
1783,Salmonella enterica I,"Ciprofloxacin, Azithromycin"
1784,Salmonella hadar,"Ciprofloxacin, Azithromycin"
1785,Salmonella typhisuis,"Ciprofloxacin, Azithromycin"
1786,Scedosporium boydii,"Voriconazole, Amphotericin B"
1787,Clostridium innocuum,"Metronidazole, Vancomycin"
1788,Human adenovirus D serotype 15,No cure
1789,Human adenovirus D serotype 15/H9,No cure
1790,Bovine coronavirus,No cure
1792,Porcine transmissible gastroenteritis coronavirus,No cure
1793,Avian infectious bronchitis virus,No cure
1794,Avian sarcoma virus,No cure
1795,Streptococcus sp. group G,"Penicillin, Ceftriaxone"
1797,Rous sarcoma virus,No cure
1799,Rous sarcoma virus subgroup E,No cure
1800,Chlamydia abortus,"Azithromycin, Doxycycline"
1802,Streptococcus sp.,"Penicillin, Ceftriaxone"
1803,Shigella phage 7888,No cure
1805,Treponema denticola,"Penicillin, Doxycycline"
1806,Listeria monocytogenes serotype 1/2a,"Ampicillin, Gentamicin"
1807,Salmonella potsdam,"Ciprofloxacin, Azithromycin"
1808,Clostridioides mangenotii,"Metronidazole, Vancomycin"
1809,Staphylococcus aureus,"Methicillin, Ciprofloxacin"
1810,Salmonella ordonez,"Ciprofloxacin, Azithromycin"
1812,Human cytomegalovirus,"Valganciclovir, Ganciclovir, Foscarnet"
1814,Ureaplasma urealyticum,"Doxycycline, Azithromycin"
1815,Corynebacterium nephridii,"Ceftriaxone, Gentamicin"
1817,Bacillus cereus,"Clindamycin, Vancomycin"
1818,Vermamoeba vermiformis,"Metronidazole, Tinidazole"
1819,Ateline herpesvirus 3,"Acyclovir, Valacyclovir, Famciclovir"
1820,Saimiriine herpesvirus 2,"Acyclovir, Valacyclovir, Famciclovir"
1821,Flavobacterium psychrophilum,"Ciprofloxacin, Gentamicin"
1822,Bordetella parapertussis,"Azithromycin, Clarithromycin, Erythromycin"
1823,Shewanella massilia,"Ciprofloxacin, Gentamicin"
1824,Proteus inconstans,"Amoxicillin, Ceftriaxone, Gentamicin"
1825,Anopheles merus,"No specific treatment, but can transmit malaria"
1826,Culex tarsalis,"No specific treatment, but can transmit West Nile virus"
1827,Vibrio sp.,"Ciprofloxacin, Gentamicin"
1828,Citrobacter intermedius,"Ciprofloxacin, Gentamicin"
1829,Fusarium sporotrichioides,"Amphotericin B, Voriconazole"
1830,Pseudomonas putida,"Ciprofloxacin, Gentamicin"
1831,Fusarium acaciae-mearnsii,"Amphotericin B, Voriconazole"
1832,Fusarium asiaticum,"Amphotericin B, Voriconazole"
1833,Fusarium austroamericanum,"Amphotericin B, Voriconazole"
1834,Fusarium boothii,"Amphotericin B, Voriconazole"
1835,Fusarium cerealis,"Amphotericin B, Voriconazole"
1836,Fusarium cortaderiae,"Amphotericin B, Voriconazole"
1837,Fusarium meridionale,"Amphotericin B, Voriconazole"
1838,Fusarium mesoamericanum,"Amphotericin B, Voriconazole"
1839,Fusarium poae,"Amphotericin B, Voriconazole"
1840,Fusarium pseudograminearum,"Amphotericin B, Voriconazole"
1842,Human herpesvirus 7,"Acyclovir, Valacyclovir, Famciclovir"
1843,Pneumocystis jirovecii,"Trimethoprim-Sulfamethoxazole, Pentamidine"
1846,Riemerella anatipestifer,"No specific treatment, but can cause respiratory infections"
1847,Phoneutria reidyi,"Antivenom , Pain management"
1848,Phoneutria boliviensis,"Antivenom , Pain management"
1849,Buthus sp.,"Antivenom , Pain management"
1850,Scolopendra morsitans,"Antivenom , Pain management"
1851,Phoneutria pertyi,"Antivenom , Pain management"
1852,Gloydius tsushimaensis,"Antivenom , Pain management"
1853,Treponema pallidum subsp. pertenue,"Penicillin, Doxycycline, Azithromycin"
1854,Enterococcus faecalis,"Vancomycin, Linezolid, Daptomycin"
1856,Human herpesvirus 6B,"Acyclovir, Valacyclovir, Famciclovir"
1859,Helicobacter heilmannii,"Clarithromycin, Amoxicillin, Metronidazole"
1860,Streptococcus parasanguinis,"Penicillin, Amoxicillin, Clindamycin"
1861,Streptococcus salivarius,"Penicillin, Amoxicillin, Clindamycin"
1862,Yersinia aldovae,"Ciprofloxacin, Gentamicin, Doxycycline"
1863,Yersinia bercovieri,"Ciprofloxacin, Gentamicin, Doxycycline"
1864,Yersinia frederiksenii,"Ciprofloxacin, Gentamicin, Doxycycline"
1865,Yersinia mollaretii,"Ciprofloxacin, Gentamicin, Doxycycline"
1866,Yersinia rohdei,"Ciprofloxacin, Gentamicin, Doxycycline"
1867,Gloydius blomhoffii blomhoffii,"Antivenom , Pain management"
1869,Bartonella schoenbuchensis,"Doxycycline, Azithromycin, Erythromycin"
1870,Human papillomavirus 3,"Imiquimod, Podophyllotoxin, Interferon"
1871,Human papillomavirus 4,"Imiquimod, Podophyllotoxin, Interferon"
1872,Human papillomavirus 5,"Imiquimod, Podophyllotoxin, Interferon"
1873,Human papillomavirus 7,"Imiquimod, Podophyllotoxin, Interferon"
1874,Human papillomavirus 8,"Imiquimod, Podophyllotoxin, Interferon"
1875,Human papillomavirus 9,"Imiquimod, Podophyllotoxin, Interferon"
1876,Human papillomavirus 1,"Imiquimod, Podophyllotoxin, Interferon"
1877,Human papillomavirus 10,"Imiquimod, Podophyllotoxin, Interferon"
1878,Human papillomavirus 11,"Imiquimod, Podophyllotoxin, Interferon"
1879,Human papillomavirus 12,"Imiquimod, Podophyllotoxin, Interferon"
1880,Human papillomavirus 13,"Imiquimod, Podophyllotoxin, Interferon"
1881,Human papillomavirus 14,"Imiquimod, Podophyllotoxin, Interferon"
1882,Human papillomavirus 15,"Imiquimod, Podophyllotoxin, Interferon"
1883,Human papillomavirus type 16,"Imiquimod, Podophyllotoxin, Interferon"
1884,Human papillomavirus 17,"Imiquimod, Podophyllotoxin, Interferon"
1885,Human papillomavirus type 18,"Imiquimod, Podophyllotoxin, Interferon"
1886,Human papillomavirus 19,"Imiquimod, Podophyllotoxin, Interferon"
1887,Human papillomavirus 20,"Imiquimod, Podophyllotoxin, Interferon"
1888,Human papillomavirus 21,"Imiquimod, Podophyllotoxin, Interferon"
1889,Human papillomavirus 22,"Imiquimod, Podophyllotoxin, Interferon"
1890,Human papillomavirus 23,"Imiquimod, Podophyllotoxin, Interferon"
1891,Human papillomavirus 24,"Imiquimod, Podophyllotoxin, Interferon"
1892,Human papillomavirus 25,"Imiquimod, Podophyllotoxin, Interferon"
1893,Human papillomavirus type 26,"Imiquimod, Podophyllotoxin, Interferon"
1894,Human papillomavirus 27,"Imiquimod, Podophyllotoxin, Interferon"
1895,Human papillomavirus 28,"Imiquimod, Podophyllotoxin, Interferon"
1896,Human papillomavirus 29,"Imiquimod, Podophyllotoxin, Interferon"
1897,Human papillomavirus type 2a,"Imiquimod, Podophyllotoxin, Interferon"
1898,Human papillomavirus 30,"Imiquimod, Podophyllotoxin, Interferon"
1899,Human papillomavirus 31,"Imiquimod, Podophyllotoxin, Interferon"
1900,Human papillomavirus type 32,"Imiquimod, Podophyllotoxin, Interferon"
1901,Human papillomavirus 33,"Imiquimod, Podophyllotoxin, Interferon"
1902,Human papillomavirus type 34,"Imiquimod, Podophyllotoxin, Interferon"
1903,Human papillomavirus 35,"Imiquimod, Podophyllotoxin, Interferon"
1904,Human papillomavirus 36,"Imiquimod, Podophyllotoxin, Interferon"
1905,Human papillomavirus 37,"Imiquimod, Podophyllotoxin, Interferon"
1906,Human papillomavirus 38,"Imiquimod, Podophyllotoxin, Interferon"
1907,Human papillomavirus 39,"Imiquimod, Podophyllotoxin, Interferon"
1908,Human papillomavirus 40,"Imiquimod, Podophyllotoxin, Interferon"
1909,Human papillomavirus type 41,"Imiquimod, Podophyllotoxin, Interferon"
1910,Human papillomavirus 42,"Imiquimod, Podophyllotoxin, Interferon"
1911,Human papillomavirus 44,"Imiquimod, Podophyllotoxin, Interferon"
1912,Human papillomavirus 45,"Imiquimod, Podophyllotoxin, Interferon"
1913,Human papillomavirus 47,"Imiquimod, Podophyllotoxin, Interferon"
1914,Human papillomavirus type 48,"Imiquimod, Podophyllotoxin, Interferon"
1915,Human papillomavirus type 49,"Imiquimod, Podophyllotoxin, Interferon"
1916,Human papillomavirus 51,"Imiquimod, Podophyllotoxin, Interferon"
1917,Human papillomavirus 52,"Imiquimod, Podophyllotoxin, Interferon"
1918,Human papillomavirus type 53,"Imiquimod, Podophyllotoxin, Interferon"
1919,Human papillomavirus type 54,"Imiquimod, Podophyllotoxin, Interferon"
1920,Reston ebolavirus,"Brincidofovir, ZMapp"
1921,Tai Forest ebolavirus,"Brincidofovir, ZMapp"
1922,Human immunodeficiency virus type 1,"Antiretroviral therapy  - Emtricitabine, Tenofovir, Efavirenz"
1923,Simian immunodeficiency virus,"Antiretroviral therapy  - Emtricitabine, Tenofovir, Efavirenz"
1924,Amanita virosa,"Gastric lavage, Activated charcoal, Supportive care"
1925,Pseudechis rossignolii,"Antivenom , Pain management"
1926,Pseudonaja textilis textilis,"Antivenom , Pain management"
1927,Pseudocerastes persicus,"Antivenom , Pain management"
1928,Bothrops barnetti,"Antivenom , Pain management"
1929,Crotalus molossus molossus,"Antivenom , Pain management"
1930,Crotalus molossus nigrescens,"Antivenom , Pain management"
1931,Crotalus cerastes cerastes,"Antivenom , Pain management"
1932,Crotalus cerberus,"Antivenom , Pain management"
1933,Crotalus durissus durissus,"Antivenom , Pain management"
1934,Echis leucogaster,"Antivenom , Pain management"
1935,Cerrophidion sasai,"Antivenom , Pain management"
1936,Crotalus morulus,"Antivenom , Pain management"
1937,Human papillomavirus 62,"Imiquimod, Podophyllotoxin, Interferon"
1938,Human papillomavirus type 64,"Imiquimod, Podophyllotoxin, Interferon"
1939,Human papillomavirus 67,"Imiquimod, Podophyllotoxin, Interferon"
1940,Human papillomavirus 82,"Imiquimod, Podophyllotoxin, Interferon"
1941,Avian infectious bronchitis virus,"Amantadine, Ribavirin"
1942,Porcine epidemic diarrhea virus,"Interferon, Ribavirin"
1943,African horse sickness virus,"No specific treatment, but supportive care and antipyretics"
1944,Bluetongue virus,"No specific treatment, but supportive care and antipyretics"
1945,Epizootic hemorrhagic disease virus,"No specific treatment, but supportive care and antipyretics"
1946,Murine polyomavirus,"No specific treatment, but supportive care and antipyretics"
1947,Gallid herpesvirus 2,"Acyclovir, Valacyclovir, Famciclovir"
1948,Rotavirus A,"No specific treatment, but supportive care and antipyretics"
1950,Rotavirus C,"No specific treatment, but supportive care and antipyretics"
1951,Bothrocophias androanus,"Antivenom , Pain management"
1952,Gloydius shedaoensis,"Antivenom , Pain management"
1953,Rat cytomegalovirus,"No specific treatment, but supportive care and antipyretics"
1954,Perkinsus olseni,"No specific treatment, but supportive care and antipyretics"
1955,Pituophis melanoleucus,"Antivenom , Pain management"
1957,Mycoplasma mycoides,"Doxycycline, Azithromycin, Erythromycin"
1958,Streptococcus gallolyticus,"Penicillin, Amoxicillin, Clindamycin"
1959,Lymphocytic choriomeningitis virus,"Ribavirin, Interferon"
1960,Cladophialophora bantiana,"Amphotericin B, Itraconazole, Voriconazole"
